"slope_RMA","slope_error_RMA","slope_RMA_weighted","slope_error_RMA_weighted","intercept_RMA","intercept_error_RMA","intercept_RMA_weighted","intercept_error_RMA_weighted","intercept_EIV","slope_EIV","intercept_error_EIV","slope_error_EIV","intercept_lower_0.95","intercept_higher_0.95","slope_lower_0.95","slope_higher_0.95","SSWR","LMWL_RMA","LMWL_PWRMA","LMWL_EIV"
7.78,0.09,7.77,0.08,7.21,0.81,7.61,0.71,6.89,7.75,0.77,0.09,5.39,8.39,7.58,7.92,169.35,"d2H = (7.78 ± 0.09) d18O + (7.21 ± 0.81)","d2H = (7.77 ± 0.08) d18O + (7.61 ± 0.71)","d2H = (7.75 ± 0.09) d18O + (6.89 ± 0.77)"
